(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(6,),0.268188302425,[23],0.986093972246,[2],0.986405439195,[9],0.98538932187,[6],0.986336296209,[6],0.727452623333,[9],0.982025257277,[11];
(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(6,),0.268188302425,[23],0.986093972246,[2],0.986405439195,[9],0.98538932187,[6],0.986336296209,[6],0.727452623333,[9],0.982025257277,[11];
(8,),0.5,[23],0.986100003185,[2],0.982885986651,[10],0.986642302393,[7],0.992105385186,[8],0.98957595613,[8],0.984447558467,[5];
(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(6,),0.268188302425,[23],0.986093972246,[2],0.986405439195,[9],0.98538932187,[6],0.986336296209,[6],0.727452623333,[9],0.982025257277,[11];
(8,),0.5,[23],0.986100003185,[2],0.982885986651,[10],0.986642302393,[7],0.992105385186,[8],0.98957595613,[8],0.984447558467,[5];
(10,),0.376558687991,[23],0.9856347946,[1],0.995068975135,[10],0.989526243287,[6],0.97879806272,[7],0.993523831091,[7],0.977174329995,[8];
(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(6,),0.268188302425,[23],0.986093972246,[2],0.986405439195,[9],0.98538932187,[6],0.986336296209,[6],0.727452623333,[9],0.982025257277,[11];
(8,),0.5,[23],0.986100003185,[2],0.982885986651,[10],0.986642302393,[7],0.992105385186,[8],0.98957595613,[8],0.984447558467,[5];
(10,),0.376558687991,[23],0.9856347946,[1],0.995068975135,[10],0.989526243287,[6],0.97879806272,[7],0.993523831091,[7],0.977174329995,[8];
(12,),0.638319063257,[23],0.986533634539,[2],0.935344839173,[12],0.970515019547,[6],0.978346370062,[7],0.970681999065,[6],0.970154314911,[6];
(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(6,),0.268188302425,[23],0.986093972246,[2],0.986405439195,[9],0.98538932187,[6],0.986336296209,[6],0.727452623333,[9],0.982025257277,[11];
(8,),0.5,[23],0.986100003185,[2],0.982885986651,[10],0.986642302393,[7],0.992105385186,[8],0.98957595613,[8],0.984447558467,[5];
(10,),0.376558687991,[23],0.9856347946,[1],0.995068975135,[10],0.989526243287,[6],0.97879806272,[7],0.993523831091,[7],0.977174329995,[8];
(12,),0.638319063257,[23],0.986533634539,[2],0.935344839173,[12],0.970515019547,[6],0.978346370062,[7],0.970681999065,[6],0.970154314911,[6];
(24,),0.636635666925,[23],0.984924284774,[2],0.919608257369,[13],0.986066925964,[5],0.993173224134,[7],0.962515821845,[6],0.983983424334,[5];
(4,),0.15,[23],0.986314912214,[2],0.992920052207,[8],0.962965982264,[6],0.991242322041,[5],0.694971540149,[6],0.973775455763,[9];
(6,),0.268188302425,[23],0.986093972246,[2],0.986405439195,[9],0.98538932187,[6],0.986336296209,[6],0.727452623333,[9],0.982025257277,[11];
(8,),0.5,[23],0.986100003185,[2],0.982885986651,[10],0.986642302393,[7],0.992105385186,[8],0.98957595613,[8],0.984447558467,[5];
(10,),0.376558687991,[23],0.9856347946,[1],0.995068975135,[10],0.989526243287,[6],0.97879806272,[7],0.993523831091,[7],0.977174329995,[8];
(12,),0.638319063257,[23],0.986533634539,[2],0.935344839173,[12],0.970515019547,[6],0.978346370062,[7],0.970681999065,[6],0.970154314911,[6];
(24,),0.636635666925,[23],0.984924284774,[2],0.919608257369,[13],0.986066925964,[5],0.993173224134,[7],0.962515821845,[6],0.983983424334,[5];
(8, 10),0.5,[23],0.989261229562,[2],0.611238761239,[14],0.984515443511,[6],0.989291457142,[5],0.610407945229,[11],0.979616969837,[5];
